기업명,자산총계,부채총계,자본총계,당기순이익,연도
에스앤에스텍,1.85991E+11,21522470384,1.64468E+11,10996462169,2020
유엔젤,48567846707,13146431420,35421415287,-1156567553,2020
삼성출판사,2.92398E+11,1.18739E+11,1.73659E+11,53270131336,2020
센트랄모텍,2.72333E+11,1.67548E+11,1.04784E+11,6930364249,2020
테스,2.7487E+11,38369231736,2.36501E+11,30018544886,2020
차바이오텍,1.31371E+12,6.76834E+11,6.36876E+11,-34178922879,2020
코리아센터,4.06677E+11,1.71989E+11,2.34688E+11,16145335664,2020
아이티엠반도체,4.36355E+11,1.68883E+11,2.67472E+11,14679637389,2020
엔지켐생명과학,1.23802E+11,51319665897,72482539901,-17506927997,2020
CJ제일제당,2.56119E+13,1.54455E+13,1.01664E+13,7.86426E+11,2020
풍산,2.55203E+12,1.10562E+12,1.4464E+12,71907050762,2020
에스제이엠,2.24919E+11,51271896340,1.73647E+11,4261579741,2020
휴젤,9.56344E+11,1.62275E+11,7.94069E+11,45316091400,2020
천보,2.60701E+11,36151209798,2.2455E+11,27371376929,2020
클리오,2.15008E+11,61944812326,1.53063E+11,9585394245,2020
종근당,9.46333E+11,3.9474E+11,5.51593E+11,90404889339,2020
더블유게임즈,1.02317E+12,95278855777,9.27888E+11,1.24794E+11,2020
한솔제지,1.73963E+12,1.10481E+12,6.34822E+11,59268596924,2020
RFHIC,3.12305E+11,95183250371,2.17121E+11,1571044009,2020
LS전선아시아,4.16558E+11,2.67666E+11,1.48893E+11,8283112111,2020
유틸렉스,1.05537E+11,47021766005,58514905916,-28768240964,2020
일동제약,6.05277E+11,3.5073E+11,2.54547E+11,-13019159595,2020
미원에스씨,3.27104E+11,66014613786,2.61089E+11,34665653172,2020
제일약품,4.09663E+11,2.37184E+11,1.72479E+11,6964801820,2020
롯데정보통신,6.49501E+11,2.36152E+11,4.1335E+11,29873111498,2020
경보제약,2.53239E+11,97182382658,1.56057E+11,9404446291,2020
계양전기,2.9421E+11,1.08486E+11,1.85723E+11,9385033043,2020
한솔피엔에스,1.07126E+11,63470511316,43655884969,2951895324,2020
국제약품,1.45626E+11,75126688033,70498863857,2194568946,2020
금양,2.19852E+11,1.40058E+11,79793803420,-3962270109,2020
금호건설,1.37724E+12,9.86952E+11,3.90291E+11,26424371637,2020
큐로,1.97709E+11,90342468342,1.07366E+11,1340474213,2020
티웨이홀딩스,7.66137E+11,6.28399E+11,1.37738E+11,-1.44397E+11,2020
리더스 기술투자,58483627678,36440729716,22042897962,-11115463077,2020
대원제약,3.35214E+11,1.22442E+11,2.12772E+11,17198485545,2020
대원화성,1.29796E+11,53771259215,76025089568,-2183149795,2020
대창,6.20283E+11,3.98933E+11,2.2135E+11,7049680256,2020
대창단조,2.47241E+11,50037510035,1.97203E+11,14829533269,2020
대한전선,1.19946E+12,8.39829E+11,3.59634E+11,2683898000,2020
덕성,1.0504E+11,38803664350,66236222781,3621883790,2020
디와이,7.95605E+11,3.28426E+11,4.6718E+11,2967607435,2020
스틱인베스트먼트,2.49456E+11,68999004659,1.80457E+11,19971060390,2020
오리온홀딩스,4.49755E+12,1.00284E+12,3.49471E+12,2.18532E+11,2020
동양피스톤,3.46057E+11,2.5048E+11,95576437216,-7062393912,2020
티에이치엔,2.7963E+11,2.12846E+11,66784150737,-17201926816,2020
미창석유공업,3.11813E+11,34685536549,2.77127E+11,19678866217,2020
백광산업,3.22745E+11,1.45514E+11,1.77231E+11,10145917483,2020
범양건영,1.58125E+11,76477865887,81646724003,10968238014,2020
샘표,3.81156E+11,90148032059,2.91008E+11,35272383470,2020
서부T&D,1.97894E+12,1.34867E+12,6.30266E+11,-35216253509,2020
성보화학,1.5921E+11,22532878958,1.36677E+11,-6003951813,2020
SH에너지화학,1.17357E+11,27348203554,90008390548,-6945600152,2020
신원,4.05805E+11,2.20187E+11,1.85618E+11,-9235264915,2020
아남전자,177178532,122773378,54405154,4509728,2020
아시아나항공,1.38515E+13,1.27621E+13,1.08934E+12,-5.02972E+11,2020
애경산업,4.34467E+11,1.01424E+11,3.33042E+11,11460208530,2020
한솔케미칼,9.99201E+11,3.7693E+11,6.22271E+11,1.30081E+11,2020
우진아이엔에스,1.21032E+11,19599444533,1.01433E+11,1764131630,2020
원림,1.77323E+11,43929962444,1.33393E+11,18304753591,2020
율촌화학,6.13345E+11,2.65701E+11,3.47643E+11,20177727841,2020
이수화학,9.69059E+11,6.83246E+11,2.85813E+11,-1.43142E+11,2020
일성신약,3.71225E+11,23748422539,3.47476E+11,3220256799,2020
일성건설,2.98511E+11,2.08208E+11,90302136790,2863990501,2020
일신방직,9.642E+11,2.34632E+11,7.29568E+11,10432532205,2020
제일연마,98714751683,12767542288,85947209395,3270304544,2020
광전자,2.4337E+11,42098516463,2.01271E+11,-16332831610,2020
태원물산,38295003548,6676000862,31619002686,-26831131,2020
휴스틸,6.0413E+11,1.89666E+11,4.14464E+11,8641225706,2020
한국기업평가,1.50611E+11,38352982055,1.12258E+11,24163312668,2020
KISCO홀딩스,1.56459E+12,2.29774E+11,1.33482E+12,36484193702,2020
한라,1.65357E+12,1.27938E+12,3.74188E+11,1.09896E+11,2020
아난티,1.14368E+12,7.76959E+11,3.66717E+11,-44795194655,2020
한신공영,1.73426E+12,1.11346E+12,6.20804E+11,1.05365E+11,2020
한창제지,1.81082E+11,86371983476,94709570127,10589706862,2020
혜인,2.07883E+11,1.09699E+11,98183783554,4815521110,2020
화승코퍼레이션,1.18388E+12,9.63187E+11,2.20696E+11,-40760464421,2020
환인제약,3.2956E+11,32957380566,2.96602E+11,23191297653,2020
휠라홀딩스,3.75844E+12,1.90111E+12,1.85733E+12,1.97739E+11,2020
LG헬로비전,1.47272E+12,8.41616E+11,6.31106E+11,-3.12794E+11,2020
호전실업,2.72119E+11,1.64917E+11,1.07202E+11,-17540451484,2020
삼표시멘트,1.3493E+12,7.06381E+11,6.42918E+11,13703733291,2020
카페24,2.54033E+11,94580243629,1.59452E+11,8561300675,2020
위닉스,3.44742E+11,1.56992E+11,1.8775E+11,42415162476,2020
동원F&B,1.68393E+12,9.36989E+11,7.46945E+11,77931257143,2020
오스템임플란트,9.58671E+11,7.70171E+11,1.885E+11,1.03534E+11,2020
한세엠케이,1.49682E+11,71842627238,77839131173,-23006381384,2020
HDC현대EP,5.24917E+11,2.3218E+11,2.92737E+11,13794072290,2020
인선이엔티,4.86281E+11,1.73697E+11,3.12585E+11,35504252166,2020
웹젠,5.427E+11,1.08012E+11,4.34688E+11,86256603661,2020
한미글로벌,2.18684E+11,89884233220,1.28799E+11,10364661951,2020
드림텍,6.04275E+11,3.02024E+11,3.02251E+11,10681010957,2020
파트론,6.05214E+11,2.07558E+11,3.97656E+11,20552624475,2020
셀트리온제약,5.48075E+11,2.47514E+11,3.00561E+11,20939675880,2020
네오팜,1.32978E+11,15260215243,1.17718E+11,18130855337,2020
제주항공,1.16857E+12,9.51755E+11,2.16812E+11,-3.06476E+11,2020
GKL,7.08446E+11,2.22056E+11,4.8639E+11,-64326965650,2020
엠씨넥스,4.53396E+11,2.00462E+11,2.52935E+11,38443583445,2020
후성,5.36124E+11,2.94939E+11,2.41185E+11,-1334232541,2020
티웨이항공,7.05789E+11,5.88803E+11,1.16986E+11,-1.37871E+11,2020
한국철강,8.68775E+11,1.71945E+11,6.96831E+11,-8461145003,2020
PI첨단소재,4.04031E+11,1.21145E+11,2.82887E+11,41723872018,2020
영원무역,3.03829E+12,1.04429E+12,1.994E+12,1.82426E+11,2020
신흥에스이씨,3.575E+11,2.27773E+11,1.29727E+11,18309063346,2020
노바렉스,2.15501E+11,99511669081,1.15989E+11,24999759087,2020
서진시스템,6.92052E+11,4.50148E+11,2.41904E+11,-5837685450,2020
에스티팜,4.4557E+11,1.48817E+11,2.96753E+11,-13154954630,2020
잇츠한불,5.08119E+11,39818212034,4.68301E+11,-3502062310,2020
동일고무벨트,2.75779E+11,75880980451,1.99898E+11,7276980154,2020
파마리서치,3.19831E+11,55420018593,2.64411E+11,32452222466,2020
엔케이맥스,2.05308E+11,85306663794,1.20001E+11,-41439889162,2020
엔에이치엔,2.55093E+12,7.06766E+11,1.84416E+12,27956034074,2020
알테오젠,1.59207E+11,22935590498,1.36271E+11,-3422404578,2020
지씨셀,76362721852,24537393556,51825328296,4094622094,2020
에코마케팅,1.9502E+11,45744337164,1.49276E+11,54768500217,2020
샘표식품,2.68629E+11,76452195861,1.92177E+11,36051756929,2020
엘앤씨바이오,80575589282,19322699724,61252889558,12148992179,2020
셀리버리,60516057926,22122808677,38393249249,-17248342126,2020
AP시스템,3.71315E+11,2.33155E+11,1.3816E+11,24951026992,2020
경동도시가스,6.99658E+11,3.4298E+11,3.56678E+11,19017069207,2020
케이씨텍,4.07295E+11,59490143261,3.47805E+11,42590499838,2020
SK케미칼,2.11997E+12,1.16103E+12,9.58933E+11,2.55161E+11,2020
효성화학,2.41737E+12,2.01501E+12,4.02353E+11,-11616487928,2020
예스코홀딩스,1.56409E+12,1.04278E+12,5.21308E+11,-77910988000,2020
LS,1.16605E+13,7.21204E+12,4.4485E+12,1.94725E+11,2020
세아베스틸지주,3.28043E+12,1.56671E+12,1.71372E+12,-2.45476E+11,2020
비비안,1.89039E+11,98783158199,90256025576,-52288713965,2020
대우부품,91992449685,57068752549,34923697136,-3625942080,2020
대웅,1.83753E+12,7.20615E+11,1.11692E+12,1.1838E+11,2020
도화엔지니어링,4.51681E+11,1.94845E+11,2.56836E+11,17838645777,2020
동원금속,5.10951E+11,4.47225E+11,63726574901,16351427460,2020
롯데쇼핑,3.28294E+13,2.17406E+13,1.10888E+13,-6.8657E+11,2020
에쓰씨엔지니어링,68596639829,48922064935,19674574894,-1126870522,2020
SPC삼립,1.18187E+12,8.78876E+11,3.02995E+11,-12379924555,2020
현대비앤지스틸,6.48496E+11,2.20008E+11,4.28488E+11,23598537552,2020
삼부토건,4.88753E+11,3.07681E+11,1.81072E+11,-21137963361,2020
삼성SDI,2.15342E+13,8.17531E+12,1.33589E+13,6.30966E+11,2020
삼성전기,9.2255E+12,3.3151E+12,5.9104E+12,6.23811E+11,2020
삼성전자,3.78236E+14,1.02288E+14,2.75948E+14,2.64078E+13,2020
삼양식품,5.56224E+11,2.08949E+11,3.47276E+11,67973728472,2020
삼양통상,4.22111E+11,46525861127,3.75585E+11,49909670126,2020
삼천당제약,3.17079E+11,59382900115,2.57696E+11,7494985952,2020
CJ씨푸드,1.35332E+11,69472862850,65859518833,2105551748,2020
SK디스커버리,5.62163E+12,3.00527E+12,2.61636E+12,3.5545E+11,2020
쿠쿠홀딩스,9.25063E+11,1.64152E+11,7.60911E+11,1.06711E+11,2020
세기상사,40517198620,19870636733,20646561887,-1536832840,2020
세방전지,1.51434E+12,3.78161E+11,1.13618E+12,66717514976,2020
세우글로벌,47098886356,4114500067,42984386289,3096620696,2020
수산중공업,2.36404E+11,1.32757E+11,1.03647E+11,4031757401,2020
제이준코스메틱,87885496181,28058348174,59827148007,-22055627207,2020
신풍제지,1.07755E+11,7342669960,1.00412E+11,32922701545,2020
SIMPAC,7.37278E+11,2.73292E+11,4.63986E+11,34139483966,2020
아세아,2.88753E+12,1.35988E+12,1.52765E+12,82947953814,2020
GS리테일,7.17777E+12,4.51059E+12,2.66718E+12,1.54522E+11,2020
영풍,5.00086E+12,1.28872E+12,3.71214E+12,85349630880,2020
웅진,1.09598E+12,8.97851E+11,1.98133E+11,-22582530466,2020
이건산업,3.83233E+11,2.10729E+11,1.72504E+11,1685631976,2020
일정실업,46768525308,21246512013,25522013295,-4221169632,2020
조흥,2.48314E+11,1.15083E+11,1.33231E+11,7516524122,2020
JW중외제약,5.49085E+11,3.41618E+11,2.07467E+11,-15275470497,2020
브이티지엠피,1.58931E+11,88499146070,70432100042,-1308655827,2020
지누스,8.96807E+11,4.82394E+11,4.14413E+11,45789825138,2020
DSR제강,2.06253E+11,59997585302,1.46255E+11,5279450700,2020
에이프로젠 MED,8.34408E+11,1.44269E+11,6.90139E+11,-32668134383,2020
코오롱글로벌,2.46988E+12,1.98358E+12,4.86302E+11,80492183073,2020
코웰패션,3.72326E+11,83160774966,2.89165E+11,60770801119,2020
지엠비코리아,4.88508E+11,2.60402E+11,2.28106E+11,-7966501350,2020
한국공항,4.25354E+11,1.52819E+11,2.72534E+11,-47459465334,2020
롯데정밀화학,1.87459E+12,2.24889E+11,1.6497E+12,1.98792E+11,2020
NICE평가정보,3.68804E+11,1.10002E+11,2.58801E+11,47176003670,2020
에스원,1.90669E+12,5.22505E+11,1.38418E+12,1.4209E+11,2020
한국내화,2.02829E+11,58645134405,1.44184E+11,1475766202,2020
한화솔루션,1.51373E+13,9.1696E+12,5.96772E+12,3.01722E+11,2020
한창,1.1776E+11,80110484053,37649877266,-22329524421,2020
한국조선해양,2.52442E+13,1.2823E+13,1.24212E+13,-8.35178E+11,2020
롯데케미칼,1.93865E+13,5.67419E+12,1.37124E+13,1.75348E+11,2020
HLB글로벌,1.30769E+11,57149140836,73620122099,-30074655356,2020
동화기업,1.58644E+12,8.85359E+11,7.01081E+11,40302280374,2020
모나리자,91311098533,20100121674,71210976859,7918008572,2020
화성산업,5.80484E+11,1.86024E+11,3.9446E+11,32926991417,2020
동아지질,3.3484E+11,1.43305E+11,1.91536E+11,2042222277,2020
케이티,3.36625E+13,1.81111E+13,1.55514E+13,7.03392E+11,2020
콘텐트리중앙,1.47554E+12,1.21163E+12,2.6391E+11,-1.54022E+11,2020
케이씨,8.73399E+11,2.14407E+11,6.58991E+11,57417188392,2020
광주신세계,7.84428E+11,86160348611,6.98268E+11,43159504446,2020
신세계인터내셔날,1.14745E+12,5.06238E+11,6.41217E+11,50958180102,2020
솔브레인홀딩스,1.33938E+12,3.03291E+11,1.03609E+12,1.44444E+12,2020
테이팩스,1.62605E+11,48189380367,1.14416E+11,13828229758,2020
카카오,1.1954E+13,4.52624E+12,7.42773E+12,1.7336E+11,2020
CJ ENM,6.27992E+12,2.49474E+12,3.78518E+12,65629506717,2020
NAVER,1.70142E+13,8.75911E+12,8.25513E+12,8.44997E+11,2020
AJ네트웍스,1.58817E+12,1.30016E+12,2.88008E+11,-3316812122,2020
HLB생명과학,3.27197E+11,39452826369,2.87744E+11,-55835828506,2020
엘앤에프,4.66217E+11,2.68612E+11,1.97606E+11,-15018130143,2020
유비쿼스홀딩스,3.17957E+11,43455247038,2.74501E+11,18971251565,2020
동국S&C,3.96991E+11,1.22125E+11,2.74865E+11,3774002760,2020
형지엘리트,1.15892E+11,53345758489,62546053324,-1285831289,2020
컴투스,1.04913E+12,72024414178,9.77108E+11,76429518348,2020
SK디앤디,1.71243E+12,1.18096E+12,5.31472E+11,66110584430,2020
이엔에프테크놀로지,4.6347E+11,1.48989E+11,3.14482E+11,47431531418,2020
톱텍,4.71806E+11,64911807465,4.06894E+11,13832575570,2020
에코프로,1.28316E+12,6.94451E+11,5.88714E+11,54182500584,2020
이월드,4.47854E+11,85228986991,3.62625E+11,-15416352044,2020
제넥신,5.96908E+11,60374712273,5.36533E+11,27535895606,2020
에이스테크,3.5297E+11,2.81475E+11,71495107867,-83133991549,2020
원익머트리얼즈,4.00109E+11,61495880999,3.38613E+11,33137617748,2020
안트로젠,94204109431,13137042911,81067066520,-4375063259,2020
진에어,5.56769E+11,4.58608E+11,98160651390,-1.90403E+11,2020
티케이케미칼,6.78929E+11,4.11702E+11,2.67227E+11,-1355367304,2020
대성에너지,7.02117E+11,3.87706E+11,3.14411E+11,14131080850,2020
토니모리,1.94228E+11,1.25725E+11,68502639197,-39622285550,2020
만도,4.93835E+12,3.22877E+12,1.70958E+12,13861437600,2020
덕산네오룩스,2.20913E+11,28157053090,1.92756E+11,33343534849,2020
이녹스첨단소재,3.18623E+11,1.16142E+11,2.02481E+11,25225674398,2020
오리온,2.66541E+12,7.67898E+11,1.89751E+12,2.74562E+11,2020
에이비엘바이오,99894442393,9229815959,90664626434,-55605916023,2020
HDC현대산업개발,6.1161E+12,3.37306E+12,2.74303E+12,2.20205E+11,2020
케이씨티시,4.41446E+11,2.32151E+11,2.09296E+11,13798003744,2020
가온전선,5.42461E+11,2.78899E+11,2.63562E+11,9505568262,2020
엘에스일렉트릭,2.5404E+12,1.12693E+12,1.41347E+12,85485546630,2020
남선알미늄,2.95153E+11,1.05608E+11,1.89545E+11,10538669029,2020
남해화학,5.89445E+11,1.36526E+11,4.52919E+11,25044473893,2020
쎌마테라퓨틱스,33361260644,31789902184,1571358460,-19723877878,2020
녹십자홀딩스,3.2412E+12,1.5677E+12,1.6735E+12,50375737428,2020
농심,2.72553E+12,6.76564E+11,2.04896E+12,1.49048E+11,2020
대영포장,2.07957E+11,54064889008,1.53892E+11,3313635809,2020
대우조선해양,1.03208E+13,6.4518E+12,3.86897E+12,86572614374,2020
대원강업,1.01787E+12,4.45771E+11,5.72096E+11,-2670014389,2020
대한제당,1.14624E+12,6.67673E+11,4.78569E+11,22674699000,2020
CJ대한통운,9.6435E+12,5.60356E+12,4.03994E+12,1.42623E+11,2020
일진머티리얼즈,1.08101E+12,2.27383E+11,8.53626E+11,42734000000,2020
동국제약,6.63165E+11,2.27359E+11,4.35806E+11,57880490657,2020
동남합성,81304054042,32284854953,49019199089,9947503447,2020
디티알오토모티브,9.61755E+11,3.07078E+11,6.54677E+11,48427397900,2020
알루코,7.01423E+11,4.39522E+11,2.61902E+11,-31940783774,2020
디아이,2.28891E+11,90546439718,1.38344E+11,5742057440,2020
동일제강,1.4857E+11,18773914082,1.29796E+11,303734525,2020
동화약품,4.33808E+11,91125559753,3.42682E+11,28715102080,2020
MH에탄올,4.49679E+11,3.69254E+11,80425494844,3802822627,2020
보령,6.47994E+11,3.07706E+11,3.40288E+11,26859761918,2020
부광약품,4.00969E+11,1.29778E+11,2.71191E+11,-10104662061,2020
대우건설,9.30592E+12,6.62892E+12,2.677E+12,2.82604E+11,2020
대유플러스,4.73214E+11,3.52222E+11,1.20992E+11,-5738069863,2020
삼양홀딩스,3.89357E+12,1.73778E+12,2.15579E+12,1.43265E+11,2020
삼익THK,3.87615E+11,1.97639E+11,1.89976E+11,4458300046,2020
서원,2.25954E+11,1.20383E+11,1.05572E+11,-5651135973,2020
동원시스템즈,1.25582E+12,6.39357E+11,6.16461E+11,61635027050,2020
세원정공,6.12803E+11,94841139999,5.17962E+11,4597043480,2020
송원산업,8.91142E+11,4.27645E+11,4.63497E+11,28365000000,2020
신세계,1.27691E+13,7.71186E+12,5.05725E+12,-69137654789,2020
사조동아원,4.46437E+11,2.38715E+11,2.07722E+11,9616138516,2020
GS글로벌,9.56822E+11,6.57806E+11,2.99016E+11,-82139431429,2020
SKC,5.40641E+12,3.49129E+12,1.91511E+12,73620866788,2020
영진약품,1.88101E+11,73668890394,1.14432E+11,-133121317,2020
조광페인트,3.4997E+11,1.4755E+11,2.0242E+11,4464384459,2020
CS홀딩스,3.23726E+11,28164318547,2.95561E+11,11835399356,2020
코오롱,3.70813E+12,2.8491E+12,8.59035E+11,1.66608E+11,2020
참엔지니어링,7.50575E+11,6.63757E+11,86817863973,6827301840,2020
태영건설,3.79827E+12,3.15146E+12,6.46813E+11,5.32517E+11,2020
포스코스틸리온,4.85429E+11,2.58127E+11,2.27302E+11,7123645500,2020
POSCO홀딩스,7.9087E+13,3.14124E+13,4.76746E+13,1.78815E+12,2020
한국석유공업,3.16488E+11,1.72472E+11,1.44016E+11,6351446119,2020
카프로,3.12112E+11,1.8833E+11,1.23782E+11,-61386137480,2020
한국앤컴퍼니,3.79245E+12,2.91953E+11,3.5005E+12,1.79614E+11,2020
한미사이언스,9.2322E+11,2.64486E+11,6.58734E+11,22596604093,2020
HDC,9.61714E+12,5.2719E+12,4.34525E+12,1.91343E+11,2020
현대엘리베이터,2.62622E+12,1.60084E+12,1.02538E+12,97931138698,2020
현대자동차,2.09344E+14,1.33003E+14,7.6341E+13,5.26975E+11,2020
SK하이닉스,7.11739E+13,1.92648E+13,5.19091E+13,4.75891E+12,2020
한솔홀딩스,6.2714E+11,1.00666E+11,5.26474E+11,72651848000,2020
남성,1.93274E+11,1.17798E+11,75475869454,-16173811578,2020
넥센타이어,3.54108E+12,1.99413E+12,1.54695E+12,-16596314016,2020
일진디스플,1.13894E+11,85519735577,28374050118,-37043643132,2020
SK렌터카,2.22715E+12,1.7641E+12,4.63053E+11,18190877964,2020
한솔홈데코,2.9499E+11,1.40449E+11,1.54542E+11,586544188,2020
원익홀딩스,1.60766E+12,4.93121E+11,1.11454E+12,96912997365,2020
KT서브마린,1.16813E+11,14032159814,1.0278E+11,1197007978,2020
다우데이타,3.89976E+13,3.56794E+13,3.31817E+12,6.57982E+11,2020
이오테크닉스,4.81156E+11,71342148549,4.09814E+11,21554316083,2020
한라홀딩스,1.96151E+12,1.07461E+12,8.86902E+11,44095656585,2020
한화시스템,2.69507E+12,1.66239E+12,1.03268E+12,93580544300,2020
케이티스카이라이프,9.19476E+11,1.75039E+11,7.44437E+11,58190149540,2020
HDC랩스,2.17997E+11,54086835778,1.6391E+11,15668800447,2020
LG생활건강,6.80142E+12,1.95222E+12,4.8492E+12,8.13101E+11,2020
드림어스컴퍼니,1.72443E+11,76642040389,95801398968,-23067872601,2020
SNT모티브,1.09293E+12,3.32203E+11,7.60724E+11,54441083294,2020
엘비세미콘,5.27479E+11,3.09214E+11,2.18265E+11,31622614462,2020
티케이지휴켐스,8.66586E+11,1.79441E+11,6.87145E+11,49786680527,2020
해태제과식품,6.21172E+11,3.57457E+11,2.63716E+11,27516351576,2020
나스미디어,4.22039E+11,2.21371E+11,2.00668E+11,23134215074,2020
덴티움,5.10236E+11,2.81635E+11,2.28601E+11,22219520047,2020
락앤락,7.83185E+11,1.17857E+11,6.65328E+11,11755551266,2020
세원이앤씨,3.24724E+11,1.54628E+11,1.70096E+11,-26561917340,2020
KEC,3.68346E+11,1.99574E+11,1.68772E+11,-44855951090,2020
웅진씽크빅,6.66079E+11,2.9136E+11,3.74719E+11,357915118,2020
진양홀딩스,5.48008E+11,1.59267E+11,3.88741E+11,30322598980,2020
인바이오젠,96881140291,18974862540,77906277751,-45077565368,2020
씨에스윈드,8.80658E+11,4.37129E+11,4.43529E+11,33598765925,2020
컨버즈,31795142167,24619556627,7175585540,-6653890330,2020
초록뱀헬스케어,1.38293E+11,62166694014,76126123256,11221115165,2020
